4.492187500000000000e-01 1.989641427993774414e+00 6.494140625000000000e-01 1.922400593757629395e+00 7.796840906143188477e+00
5.722656250000000000e-01 1.480151653289794922e+00 7.724609375000000000e-01 1.295474648475646973e+00 9.982261657714843750e-01
6.972656250000000000e-01 1.023040056228637695e+00 8.144531250000000000e-01 8.148388862609863281e-01 8.441712856292724609e-01
7.333984375000000000e-01 8.660038709640502930e-01 8.574218750000000000e-01 5.882694125175476074e-01 8.476099967956542969e-01
7.763671875000000000e-01 7.249330878257751465e-01 8.759765625000000000e-01 4.927366375923156738e-01 8.555288314819335938e-01
8.125000000000000000e-01 5.995041131973266602e-01 8.750000000000000000e-01 4.448423385620117188e-01 8.624393939971923828e-01
8.330078125000000000e-01 5.440748929977416992e-01 8.925781250000000000e-01 3.996519148349761963e-01 8.636448383331298828e-01
8.125000000000000000e-01 5.743233561515808105e-01 8.935546875000000000e-01 3.815111815929412842e-01 8.242449760437011719e-01
8.583984375000000000e-01 4.757676720619201660e-01 8.984375000000000000e-01 3.560882210731506348e-01 8.329234123229980469e-01
8.320312500000000000e-01 5.392745733261108398e-01 8.994140625000000000e-01 3.494683504104614258e-01 8.456337451934814453e-01
8.583984375000000000e-01 4.783028364181518555e-01 9.072265625000000000e-01 3.319464921951293945e-01 8.549826145172119141e-01
8.535156250000000000e-01 4.617590606212615967e-01 9.082031250000000000e-01 3.179550170898437500e-01 8.268411159515380859e-01
8.701171875000000000e-01 4.352262020111083984e-01 9.082031250000000000e-01 3.229736089706420898e-01 8.325948715209960938e-01
8.554687500000000000e-01 4.659461975097656250e-01 9.140625000000000000e-01 2.987418174743652344e-01 8.190300464630126953e-01
8.837890625000000000e-01 3.967494666576385498e-01 9.140625000000000000e-01 2.997364997863769531e-01 8.818290233612060547e-01
8.935546875000000000e-01 3.699971437454223633e-01 9.169921875000000000e-01 2.867565453052520752e-01 8.158864974975585938e-01
