6.757812500000000000e-01 1.071871995925903320e+00 8.417968750000000000e-01 8.292456865310668945e-01 6.993923425674438477e+00
8.085937500000000000e-01 6.007194519042968750e-01 8.945312500000000000e-01 3.884816169738769531e-01 2.036473751068115234e+00
8.378906250000000000e-01 5.033363103866577148e-01 9.082031250000000000e-01 2.995521724224090576e-01 1.965338945388793945e+00
8.710937500000000000e-01 3.951776623725891113e-01 9.199218750000000000e-01 2.495318949222564697e-01 2.022551536560058594e+00
8.906250000000000000e-01 3.664974868297576904e-01 9.277343750000000000e-01 2.311395704746246338e-01 2.006604433059692383e+00
8.906250000000000000e-01 3.488871157169342041e-01 9.335937500000000000e-01 2.012178152799606323e-01 2.015966653823852539e+00
8.730468750000000000e-01 3.768178224563598633e-01 9.414062500000000000e-01 1.845190525054931641e-01 1.943872928619384766e+00
9.238281250000000000e-01 2.608107626438140869e-01 9.355468750000000000e-01 1.624652743339538574e-01 1.954500198364257812e+00
8.945312500000000000e-01 3.424473404884338379e-01 9.433593750000000000e-01 1.555805206298828125e-01 1.942939996719360352e+00
9.179687500000000000e-01 2.615228891372680664e-01 9.492187500000000000e-01 1.451341807842254639e-01 1.879375219345092773e+00
9.296875000000000000e-01 2.487342357635498047e-01 9.609375000000000000e-01 1.325844824314117432e-01 1.932748079299926758e+00
9.335937500000000000e-01 2.095004320144653320e-01 9.609375000000000000e-01 1.223061680793762207e-01 1.741102457046508789e+00
9.257812500000000000e-01 2.252338081598281860e-01 9.687500000000000000e-01 1.180075109004974365e-01 1.886890172958374023e+00
9.511718750000000000e-01 1.800988912582397461e-01 9.648437500000000000e-01 1.066394746303558350e-01 1.879721641540527344e+00
9.296875000000000000e-01 2.400392442941665649e-01 9.687500000000000000e-01 9.512175619602203369e-02 1.882993459701538086e+00
9.355468750000000000e-01 2.162393629550933838e-01 9.765625000000000000e-01 8.523995429277420044e-02 1.863011598587036133e+00
