8.828125000000000000e-01 4.464840888977050781e-01 9.335937500000000000e-01 3.329103291034698486e-01 6.822226524353027344e+00
8.984375000000000000e-01 3.903067111968994141e-01 9.492187500000000000e-01 2.889348268508911133e-01 2.410807132720947266e+00
9.101562500000000000e-01 3.178877830505371094e-01 9.570312500000000000e-01 2.654315233230590820e-01 2.395647048950195312e+00
9.335937500000000000e-01 2.190223634243011475e-01 9.609375000000000000e-01 2.640389204025268555e-01 2.399348258972167969e+00
9.492187500000000000e-01 1.725249588489532471e-01 9.570312500000000000e-01 2.473436892032623291e-01 3.471238136291503906e+00
9.375000000000000000e-01 1.862664967775344849e-01 9.570312500000000000e-01 2.309709638357162476e-01 3.472379446029663086e+00
9.648437500000000000e-01 1.140336096286773682e-01 9.609375000000000000e-01 2.310873121023178101e-01 2.389405012130737305e+00
9.687500000000000000e-01 9.724144637584686279e-02 9.570312500000000000e-01 2.208919823169708252e-01 2.393841266632080078e+00
9.609375000000000000e-01 1.445785611867904663e-01 9.648437500000000000e-01 2.086570858955383301e-01 2.387849807739257812e+00
9.570312500000000000e-01 1.413454413414001465e-01 9.648437500000000000e-01 2.131665796041488647e-01 2.393402814865112305e+00
9.531250000000000000e-01 1.510463207960128784e-01 9.648437500000000000e-01 1.881854683160781860e-01 2.397757291793823242e+00
9.765625000000000000e-01 6.679052114486694336e-02 9.648437500000000000e-01 1.936633288860321045e-01 2.408050775527954102e+00
9.570312500000000000e-01 1.059290766716003418e-01 9.648437500000000000e-01 1.837761551141738892e-01 3.474198579788208008e+00
9.765625000000000000e-01 1.051111221313476562e-01 9.687500000000000000e-01 1.710181385278701782e-01 2.398736953735351562e+00
9.804687500000000000e-01 5.086526647210121155e-02 9.687500000000000000e-01 1.794961541891098022e-01 2.381437778472900391e+00
9.687500000000000000e-01 8.604193478822708130e-02 9.687500000000000000e-01 1.659241467714309692e-01 3.471842050552368164e+00
